gene,CID,np_score
Mme,44321709,0.0100000046110921
Mme,10071569,0.0100000046110921
Mme,12150908,0.0100000046110921
Mme,12150912,0.0100000046110921
Mme,44321735,0.0100000046110921
Mme,44321331,0.0100000046110921
Mme,44283534,0.0100000046110921
Mme,44374786,0.0100000046110921
Mme,9949799,0.0100000046110921
Mme,15978653,0.0100000046110921
Mme,9949799,0.0100000046110921
Mme,44380497,0.0100000046110921
Mme,3132,0.0100000046110921
Mme,44380762,0.0100000046110921
Mme,44380511,0.0100000046110921
